#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.09805    -11.874451    -11.876558
   0.09192    -11.870890    -11.872729
   0.08579    -11.874464    -11.874283
   0.07967    -11.874536    -11.873528
   0.07354    -11.871519    -11.870739
   0.06741    -11.868729    -11.868154
   0.06128    -11.866167    -11.865774
   0.05515    -11.863839    -11.863605
   0.04903    -11.861746    -11.861649
   0.04290    -11.859892    -11.859912
   0.03677    -11.858279    -11.858396
   0.03064    -11.856909    -11.857106
   0.02451    -11.855785    -11.856046
   0.01838    -11.854909    -11.855218
   0.01226    -11.854281    -11.854625
   0.00613    -11.853905    -11.854269
   0.00000    -11.853779    -11.854150
 
# Band-Index    7
   0.00000    -11.841592    -11.841527
   0.00613    -11.841737    -11.841678
   0.01226    -11.842170    -11.842133
   0.01838    -11.842890    -11.842887
   0.02451    -11.843893    -11.843939
   0.03064    -11.845172    -11.845283
   0.03677    -11.846721    -11.846912
   0.04290    -11.848530    -11.848820
   0.04903    -11.850589    -11.850998
   0.05515    -11.852887    -11.853434
   0.06128    -11.855411    -11.856118
   0.06741    -11.858145    -11.859036
   0.07354    -11.861076    -11.862173
   0.07967    -11.864188    -11.865514
   0.08579    -11.867464    -11.869040
   0.09192    -11.860109    -11.859940
   0.09805    -11.845750    -11.845592
   0.10418    -11.831397    -11.831249
   0.11031    -11.817061    -11.816921
   0.11644    -11.802749    -11.802617
   0.12256    -11.788472    -11.788347
   0.12869    -11.774237    -11.774120
   0.13482    -11.760054    -11.759943
   0.14095    -11.745931    -11.745826
   0.14708    -11.731877    -11.731778
   0.15320    -11.717899    -11.717806
   0.15933    -11.704008    -11.703920
   0.16546    -11.690211    -11.690127
   0.17159    -11.676516    -11.676437
   0.17772    -11.662932    -11.662858
   0.18385    -11.649468    -11.649399
   0.18997    -11.636132    -11.636067
   0.19610    -11.622932    -11.622872
   0.20223    -11.609878    -11.609821
