#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   5.57383    -12.554129    -12.554165
   5.54111    -12.578593    -12.578630
   5.54111    -12.578593    -12.578630
   5.50840    -12.675143    -12.675180
   5.47568    -12.768195    -12.768233
   5.44296    -12.857310    -12.857349
   5.41024    -12.942163    -12.942203
   5.37752    -13.022449    -13.022489
   5.34480    -13.097941    -13.097981
   5.31209    -13.168443    -13.168484
   5.27937    -13.233776    -13.233817
   5.24665    -13.293823    -13.293865
   5.21393    -13.348454    -13.348496
   5.18121    -13.397569    -13.397611
   5.14849    -13.441084    -13.441127
   5.11578    -13.478929    -13.478971
   5.08306    -13.511043    -13.511086
   5.05034    -13.537381    -13.537424
   5.01762    -13.557905    -13.557947
   4.98490    -13.572584    -13.572627
   4.95218    -13.581361    -13.581404
   4.91947    -13.584301    -13.584344
   4.91947    -13.584301    -13.584344
   4.83932    -13.543859    -13.543902
   4.75918    -13.425525    -13.425566
   4.67904    -13.237165    -13.237205
   4.59889    -12.988693    -12.988731
   4.51875    -12.690040    -12.690076
   4.43861    -12.350715    -12.350749
   4.35846    -11.980471    -11.980502
   4.27832    -11.590727    -11.590755
   4.19818    -11.198045    -11.198070
   4.11803    -10.830164    -10.830185
   4.03789    -10.538371    -10.538387
   3.95775    -10.407112    -10.407124
   3.87761    -10.506911    -10.506922
   3.79746    -10.803873    -10.803886
   3.71732    -11.207215    -11.207229
   3.63718    -11.653005    -11.653021
   3.55703    -12.108056    -12.108074
   3.47689    -12.555566    -12.555585
   3.39675    -12.986287    -12.986308
   3.39675    -12.986287    -12.986308
   3.31174    -12.658599    -12.658619
   3.22674    -12.309972    -12.309991
   3.14173    -11.949593    -11.949610
   3.05673    -11.593940    -11.593955
   2.97172    -11.274575    -11.274588
   2.88672    -11.050351    -11.050364
   2.80171    -11.003979    -11.003992
   2.71671    -11.169680    -11.169699
   2.63170    -11.479845    -11.479868
   2.54670    -11.840454    -11.840482
   2.46170    -12.182092    -12.182124
   2.37669    -12.454338    -12.454373
   2.29169    -12.620882    -12.620919
   2.20668    -12.666342    -12.666379
   2.12168    -12.598642    -12.598678
   2.03667    -12.437276    -12.437310
   1.95167    -12.200756    -12.200789
   1.86666    -11.902802    -11.902833
   1.78166    -11.553137    -11.553166
   1.78166    -11.553137    -11.553166
   1.75332    -11.426416    -11.426444
   1.72499    -11.294963    -11.294991
   1.69665    -11.159045    -11.159073
   1.66832    -11.018901    -11.018928
