#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.17283     -2.887248     -2.887053
   0.23044     -2.832910     -2.832714
   0.28805     -2.765863     -2.765666
   0.34566     -2.688179     -2.687980
   0.40327     -2.602344     -2.602143
   0.46088     -2.511180     -2.510976
   0.51849     -2.417727     -2.417522
   0.57610     -2.325091     -2.324883
   0.63371     -2.236259     -2.236049
   0.69132     -2.153879     -2.153666
   0.74893     -2.080086     -2.079872
   0.80654     -1.961945     -1.961730
   0.86415     -1.887880     -1.887661
   0.92176     -1.907125     -1.906906
   0.97937     -1.893632     -1.893413
   1.03698     -1.876118     -1.875899
   1.09459     -1.870298     -1.870079
   1.09459     -1.870298     -1.870079
   1.11953     -1.873772     -1.873552
   1.14448     -1.883862     -1.883643
   1.16942     -1.899705     -1.899486
   1.19437     -1.920151     -1.919932
   1.21931     -1.944033     -1.943815
   1.24426     -1.970301     -1.970083
   1.26921     -1.998086     -1.997869
   1.29415     -2.026697     -2.026481
   1.31910     -2.055585     -2.055369
   1.34404     -2.084315     -2.084101
   1.36899     -2.112548     -2.112334
   1.39393     -2.140013     -2.139800
   1.41888     -2.166488     -2.166275
